Id;Idade;Sexo;Estado Civil;Sinistros;Prêmio;Categoria;Desconto
6200;68;M;viuvo;1;1168.3183800552688;Sênior;1168.3183800552688
6201;50;M;divorciado;6;653.6981380200341;Sênior;653.6981380200341
6202;42;F;divorciado;6;940.8291756806411;Adulto;940.8291756806411
6203;30;F;viuvo;4;784.2795611652028;Jovem;784.2795611652028
6204;31;F;casado;1;1064.1681303653124;Adulto;1064.1681303653124
6205;90;F;casado;2;944.7688067298894;Sênior;944.7688067298894
6206;36;F;solteiro;2;1011.271808202766;Adulto;1011.271808202766
6207;47;M;viuvo;3;947.4400659930892;Sênior;947.4400659930892
6208;61;F;solteiro;;1127.4454307558772;Sênior;1127.4454307558772
6209;58;F;viuvo;1;960.0961582198997;Sênior;960.0961582198997
6210;106;F;divorciado;6;1166.623339824332;Sênior;1166.623339824332
6211;90;F;viuvo;5;777.8756758472653;Sênior;777.8756758472653
6212;79;F;solteiro;;853.5220428352452;Sênior;853.5220428352452
6213;100;F;viuvo;6;741.8718722084466;Sênior;741.8718722084466
6214;21;M;solteiro;4;998.1259779072966;Jovem;998.1259779072966
6215;87;F;divorciado;1;791.2830845322253;Sênior;791.2830845322253
6216;48;M;casado;3;1052.4473905802017;Sênior;1052.4473905802017
6217;73;M;viuvo;0;1083.3711622731244;Sênior;975.0340460458119
6218;85;M;divorciado;6;1320.2578117635744;Sênior;1320.2578117635744
6219;90;F;divorciado;3;782.7803293957626;Sênior;782.7803293957626
6220;61;F;divorciado;7;1116.330709351584;Sênior;1116.330709351584
6221;69;F;viuvo;7;863.424531236518;Sênior;863.424531236518
6222;70;F;casado;6;1093.3443501295264;Sênior;1093.3443501295264
6223;98;M;divorciado;5;1404.629341106854;Sênior;1404.629341106854
6224;97;F;viuvo;1;1357.4983898135679;Sênior;1357.4983898135679
6225;87;F;solteiro;;899.8554857953482;Sênior;899.8554857953482
6226;94;F;divorciado;1;1540.480559250619;Sênior;1540.480559250619
6227;106;F;solteiro;4;878.9183688798717;Sênior;878.9183688798717
6228;69;F;solteiro;3;894.988539333712;Sênior;894.988539333712
6229;86;M;viuvo;6;1200.2705005191367;Sênior;1200.2705005191367
6230;23;M;viuvo;1;770.4299288824998;Jovem;770.4299288824998
6231;68;M;divorciado;7;1209.6302139916725;Sênior;1209.6302139916725
6232;82;M;divorciado;1;1160.4868347532365;Sênior;1160.4868347532365
6233;29;M;solteiro;0;891.4948455780924;Jovem;846.9201032991878
6234;45;F;viuvo;3;1194.706391072474;Adulto;1194.706391072474
6235;18;M;viuvo;6;1080.5417781550223;Jovem;1080.5417781550223
6236;78;F;solteiro;0;810.5102251221674;Sênior;729.4592026099507
6237;98;F;casado;1;847.0516076243599;Sênior;847.0516076243599
6238;52;F;solteiro;2;1189.3535788366012;Sênior;1189.3535788366012
6239;80;F;divorciado;;1077.4621629596143;Sênior;1077.4621629596143
6240;61;M;solteiro;4;913.916008715518;Sênior;913.916008715518
6241;40;F;divorciado;3;800.6336850412433;Adulto;800.6336850412433
6242;48;M;casado;7;714.7164032520063;Sênior;714.7164032520063
6243;25;F;divorciado;3;897.7426555174569;Jovem;897.7426555174569
6244;20;M;solteiro;0;780.6760922284452;Jovem;741.6422876170229
6245;21;F;viuvo;1;767.4262525589801;Jovem;767.4262525589801
6246;28;F;viuvo;5;1059.2957835388006;Jovem;1059.2957835388006
6247;56;F;viuvo;2;986.7803540697965;Sênior;986.7803540697965
6248;103;M;solteiro;4;801.3726946265624;Sênior;801.3726946265624
6249;108;M;casado;2;1202.47025763276;Sênior;1202.47025763276
6250;59;F;divorciado;3;896.5450454721215;Sênior;896.5450454721215
6251;63;F;casado;7;892.704369944498;Sênior;892.704369944498
6252;105;M;solteiro;6;1238.849166458865;Sênior;1238.849166458865
6253;81;M;solteiro;;794.2696444009634;Sênior;794.2696444009634
6254;44;F;casado;5;989.9299180110187;Adulto;989.9299180110187
6255;58;M;viuvo;;910.2828565873929;Sênior;910.2828565873929
6256;69;F;divorciado;0;1126.3986702460272;Sênior;1013.7588032214245
6257;55;M;casado;6;1038.165709195666;Sênior;1038.165709195666
6258;77;F;viuvo;7;839.7860357125687;Sênior;839.7860357125687
6259;45;F;viuvo;5;1246.9774754625287;Adulto;1246.9774754625287
6260;69;M;casado;0;1088.250879330646;Sênior;979.4257913975815
6261;28;M;divorciado;6;724.0167961738043;Jovem;724.0167961738043
6262;44;M;casado;;864.9872402341715;Adulto;864.9872402341715
6263;78;F;divorciado;2;964.7159415033449;Sênior;964.7159415033449
6264;91;M;divorciado;0;962.6003408332473;Sênior;866.3403067499225
6265;73;F;divorciado;1;827.2282532567127;Sênior;827.2282532567127
6266;75;F;divorciado;0;1172.035073886779;Sênior;1054.831566498101
6267;58;M;casado;3;1023.5226213210195;Sênior;1023.5226213210195
6268;91;M;viuvo;5;1064.3520205896818;Sênior;1064.3520205896818
6269;104;M;viuvo;1;893.6434489711853;Sênior;893.6434489711853
6270;87;F;casado;3;1149.8694481011667;Sênior;1149.8694481011667
6271;82;M;casado;0;673.7527080956045;Sênior;606.377437286044
6272;75;F;solteiro;6;933.1574246417658;Sênior;933.1574246417658
6273;95;F;casado;3;1268.0097939909465;Sênior;1268.0097939909465
6274;93;F;solteiro;5;1211.3432869443525;Sênior;1211.3432869443525
6275;86;F;casado;;684.6733415815862;Sênior;684.6733415815862
6276;21;F;solteiro;0;1116.137230370696;Jovem;1060.3303688521612
6277;62;M;divorciado;0;1151.7156204410162;Sênior;1036.5440583969146
6278;34;F;casado;4;698.4278071825963;Adulto;698.4278071825963
6279;30;M;divorciado;;891.0806587427921;Jovem;891.0806587427921
6280;87;M;divorciado;4;1065.9571896149214;Sênior;1065.9571896149214
6281;69;M;solteiro;7;831.824214369157;Sênior;831.824214369157
6282;87;F;viuvo;0;1070.4514579322977;Sênior;963.406312139068
6283;44;F;solteiro;3;1230.5441976419438;Adulto;1230.5441976419438
6284;81;F;solteiro;3;1251.0637039504115;Sênior;1251.0637039504115
6285;54;F;divorciado;4;1250.7257703205132;Sênior;1250.7257703205132
6286;73;F;solteiro;7;1055.2608094071697;Sênior;1055.2608094071697
6287;96;F;divorciado;4;955.4481160625253;Sênior;955.4481160625253
6288;98;M;casado;4;1183.0045765864563;Sênior;1183.0045765864563
6289;94;M;divorciado;6;710.6235511297442;Sênior;710.6235511297442
6290;50;F;casado;2;1101.7793833691996;Sênior;1101.7793833691996
6291;87;F;casado;0;873.7683545284559;Sênior;786.3915190756103
6292;57;M;casado;2;802.8897101780333;Sênior;802.8897101780333
6293;43;M;divorciado;0;1202.567810302052;Adulto;1082.3110292718468
6294;67;F;divorciado;0;698.433517870578;Sênior;628.5901660835202
6295;33;M;divorciado;2;884.0699266752705;Adulto;884.0699266752705
6296;49;M;casado;7;892.2997043614233;Sênior;892.2997043614233
6297;25;M;solteiro;6;1113.4170099556504;Jovem;1113.4170099556504
6298;18;F;viuvo;3;739.739036073047;Jovem;739.739036073047
6299;109;M;viuvo;7;828.5507214404392;Sênior;828.5507214404392
6300;33;F;solteiro;6;1096.6775915556364;Adulto;1096.6775915556364
6301;55;M;viuvo;7;1070.0952571075022;Sênior;1070.0952571075022
6302;101;F;viuvo;1;940.1989042828106;Sênior;940.1989042828106
6303;25;F;solteiro;0;1124.2534790039465;Jovem;1068.0408050537492
6304;59;F;viuvo;6;941.521468017822;Sênior;941.521468017822
6305;68;M;casado;7;729.0680864909133;Sênior;729.0680864909133
6306;93;F;viuvo;1;1018.1022064156701;Sênior;1018.1022064156701
6307;42;F;solteiro;2;524.6261273274039;Adulto;524.6261273274039
6308;109;F;solteiro;;1021.6633841755317;Sênior;1021.6633841755317
6309;94;F;divorciado;4;700.2202023102839;Sênior;700.2202023102839
6310;85;M;casado;2;1160.9188442540442;Sênior;1160.9188442540442
6311;51;F;divorciado;2;1250.928874113157;Sênior;1250.928874113157
6312;21;F;casado;0;1099.6331216831861;Jovem;1044.6514655990268
6313;68;M;divorciado;0;874.3346657288934;Sênior;786.901199156004
6314;106;F;casado;2;947.810320614946;Sênior;947.810320614946
6315;57;F;viuvo;1;1115.6999103122741;Sênior;1115.6999103122741
6316;26;M;viuvo;3;1365.66743517703;Jovem;1365.66743517703
6317;66;F;divorciado;6;980.6983350472011;Sênior;980.6983350472011
6318;34;M;casado;5;855.1998984579718;Adulto;855.1998984579718
6319;55;F;divorciado;4;756.2721327629118;Sênior;756.2721327629118
6320;62;M;casado;3;1183.5772446650565;Sênior;1183.5772446650565
6321;49;F;casado;4;1013.2865751686925;Sênior;1013.2865751686925
6322;53;F;casado;4;648.6219721827022;Sênior;648.6219721827022
6323;74;F;solteiro;1;744.246378120726;Sênior;744.246378120726
6324;60;F;divorciado;0;958.2562939097572;Sênior;862.4306645187816
6325;55;M;solteiro;5;1162.84053685911;Sênior;1162.84053685911
6326;66;F;solteiro;6;880.599208721291;Sênior;880.599208721291
6327;65;M;viuvo;3;833.3490646740072;Sênior;833.3490646740072
6328;81;F;divorciado;3;1283.7076988762026;Sênior;1283.7076988762026
6329;98;M;divorciado;6;979.7418053772267;Sênior;979.7418053772267
6330;99;F;solteiro;3;1318.8141297640661;Sênior;1318.8141297640661
6331;101;M;casado;6;1023.3509142796515;Sênior;1023.3509142796515
6332;31;M;divorciado;6;995.8780462069457;Adulto;995.8780462069457
6333;104;F;divorciado;0;1160.835715362964;Sênior;1044.7521438266676
6334;108;F;viuvo;0;973.9674308238929;Sênior;876.5706877415035
6335;30;M;divorciado;7;1054.234427992655;Jovem;1054.234427992655
6336;63;F;solteiro;2;986.8611777198207;Sênior;986.8611777198207
6337;86;F;viuvo;4;1201.6266211244483;Sênior;1201.6266211244483
6338;58;M;casado;5;912.0262352879116;Sênior;912.0262352879116
6339;44;F;solteiro;6;1424.3759488939077;Adulto;1424.3759488939077
6340;97;F;divorciado;3;889.6440309006534;Sênior;889.6440309006534
6341;49;F;viuvo;3;1169.3468807083452;Sênior;1169.3468807083452
6342;88;M;casado;4;859.401531414192;Sênior;859.401531414192
6343;46;M;casado;;716.8700013177631;Sênior;716.8700013177631
6344;78;F;viuvo;0;792.9585935099832;Sênior;713.6627341589849
6345;49;M;solteiro;;1166.3074490665972;Sênior;1166.3074490665972
6346;39;M;solteiro;5;786.9529169194;Adulto;786.9529169194
6347;92;F;divorciado;6;777.2531146261764;Sênior;777.2531146261764
6348;31;F;solteiro;1;921.2154026803676;Adulto;921.2154026803676
6349;21;M;viuvo;5;973.4864767523193;Jovem;973.4864767523193
6350;68;F;viuvo;4;804.494565884733;Sênior;804.494565884733
6351;55;F;divorciado;1;957.9572295433688;Sênior;957.9572295433688
6352;63;M;divorciado;7;757.9302613342613;Sênior;757.9302613342613
6353;55;M;viuvo;5;795.522286331486;Sênior;795.522286331486
6354;77;M;solteiro;1;1579.2649523041127;Sênior;1579.2649523041127
6355;62;M;solteiro;1;1082.8634606161138;Sênior;1082.8634606161138
6356;96;M;solteiro;1;761.1081434361924;Sênior;761.1081434361924
6357;75;F;casado;0;719.4997380853556;Sênior;647.54976427682
6358;68;M;divorciado;4;974.7573651510088;Sênior;974.7573651510088
6359;37;M;viuvo;2;1201.174087584918;Adulto;1201.174087584918
6360;43;M;casado;0;1014.8355839872739;Adulto;913.3520255885466
6361;34;F;divorciado;5;795.7000314735952;Adulto;795.7000314735952
6362;32;F;solteiro;2;1138.1815508744476;Adulto;1138.1815508744476
6363;104;F;solteiro;1;853.2602032247293;Sênior;853.2602032247293
6364;69;F;divorciado;7;925.7444293611768;Sênior;925.7444293611768
6365;30;F;solteiro;2;930.6859171236428;Jovem;930.6859171236428
6366;51;F;casado;7;1066.933618831468;Sênior;1066.933618831468
6367;35;F;casado;2;1110.402643130899;Adulto;1110.402643130899
6368;75;F;divorciado;0;780.7929082469943;Sênior;702.7136174222949
6369;41;M;solteiro;5;1004.4203604883645;Adulto;1004.4203604883645
6370;96;F;solteiro;;885.0662137584432;Sênior;885.0662137584432
6371;69;F;viuvo;1;802.6073333095729;Sênior;802.6073333095729
6372;91;F;casado;5;1060.8113336013694;Sênior;1060.8113336013694
6373;104;M;casado;4;1001.87878125953;Sênior;1001.87878125953
6374;62;F;divorciado;;769.6116103829091;Sênior;769.6116103829091
6375;108;F;viuvo;5;1074.6969055300713;Sênior;1074.6969055300713
6376;29;F;divorciado;0;768.6203314246648;Jovem;730.1893148534315
6377;23;M;divorciado;;964.5200424988166;Jovem;964.5200424988166
6378;21;M;viuvo;;1228.2804049670065;Jovem;1228.2804049670065
6379;24;F;viuvo;3;752.093241827174;Jovem;752.093241827174
6380;43;M;divorciado;;934.5041907184997;Adulto;934.5041907184997
6381;66;M;casado;1;1176.712178680347;Sênior;1176.712178680347
6382;18;F;casado;7;812.3658446935706;Jovem;812.3658446935706
6383;88;F;casado;1;858.8686831957988;Sênior;858.8686831957988
6384;54;M;viuvo;1;579.2996948030698;Sênior;579.2996948030698
6385;68;F;divorciado;2;701.8137749268266;Sênior;701.8137749268266
6386;68;F;divorciado;0;1064.5202286932324;Sênior;958.0682058239092
6387;19;F;viuvo;4;630.6698222737255;Jovem;630.6698222737255
6388;52;F;solteiro;3;1243.8031540824504;Sênior;1243.8031540824504
6389;90;M;casado;3;897.1606051750002;Sênior;897.1606051750002
6390;78;M;divorciado;0;1155.9213824627238;Sênior;1040.3292442164516
6391;102;F;solteiro;;578.2493136300536;Sênior;578.2493136300536
6392;22;F;casado;1;1063.0421941522955;Jovem;1063.0421941522955
6393;43;F;viuvo;6;1491.9235275581518;Adulto;1491.9235275581518
6394;64;M;divorciado;5;896.4806007198456;Sênior;896.4806007198456
6395;105;M;divorciado;5;857.525328023799;Sênior;857.525328023799
6396;51;M;casado;;1109.4108510215435;Sênior;1109.4108510215435
6397;63;M;solteiro;4;1039.7997459111411;Sênior;1039.7997459111411
6398;89;F;solteiro;;937.2639158117274;Sênior;937.2639158117274
6399;103;F;solteiro;5;947.1598713471141;Sênior;947.1598713471141
6400;20;F;solteiro;7;902.6287993539938;Jovem;902.6287993539938
6401;101;M;casado;0;703.8032812121066;Sênior;633.422953090896
6402;104;F;solteiro;6;875.9130163140919;Sênior;875.9130163140919
6403;59;F;solteiro;2;662.6071502851818;Sênior;662.6071502851818
6404;97;M;casado;0;693.2494911699705;Sênior;623.9245420529735
6405;31;F;viuvo;6;1699.5714215311816;Adulto;1699.5714215311816
6406;64;M;solteiro;3;485.37216459072715;Sênior;485.37216459072715
6407;71;F;casado;5;1003.2201640601818;Sênior;1003.2201640601818
6408;87;M;viuvo;3;647.7401065994634;Sênior;647.7401065994634
6409;46;F;divorciado;7;1092.3643985576607;Sênior;1092.3643985576607
6410;29;F;casado;3;442.50861707848696;Jovem;442.50861707848696
6411;53;M;casado;4;1311.601467350229;Sênior;1311.601467350229
6412;35;M;viuvo;;1106.0684539598446;Adulto;1106.0684539598446
6413;40;F;divorciado;3;1207.820224824245;Adulto;1207.820224824245
6414;75;M;casado;1;860.8730577389708;Sênior;860.8730577389708
6415;61;F;solteiro;6;1084.9436998651747;Sênior;1084.9436998651747
6416;47;M;divorciado;;1028.5410728405654;Sênior;1028.5410728405654
6417;35;M;solteiro;;625.9613321713709;Adulto;625.9613321713709
6418;24;M;casado;7;1077.7128039020786;Jovem;1077.7128039020786
6419;99;F;casado;7;913.7364777780889;Sênior;913.7364777780889
6420;39;M;viuvo;1;1015.9109684953073;Adulto;1015.9109684953073
6421;58;M;casado;1;1250.8621566022684;Sênior;1250.8621566022684
6422;68;M;viuvo;7;844.9861908485063;Sênior;844.9861908485063
6423;64;F;divorciado;4;1052.4810941430594;Sênior;1052.4810941430594
6424;80;F;solteiro;3;898.0856531110815;Sênior;898.0856531110815
6425;34;F;solteiro;5;1413.8756363536388;Adulto;1413.8756363536388
6426;87;M;viuvo;1;763.6247504864147;Sênior;763.6247504864147
6427;25;F;solteiro;3;670.6332072327178;Jovem;670.6332072327178
6428;92;M;viuvo;3;1218.4199008669073;Sênior;1218.4199008669073
6429;44;F;casado;3;865.7340100280057;Adulto;865.7340100280057
6430;71;M;viuvo;;914.3589653080635;Sênior;914.3589653080635
6431;79;F;viuvo;7;326.1264480677596;Sênior;326.1264480677596
6432;96;M;casado;2;931.8181096244671;Sênior;931.8181096244671
6433;29;M;viuvo;7;1165.7917878765302;Jovem;1165.7917878765302
6434;48;F;viuvo;;793.1934989763685;Sênior;793.1934989763685
6435;20;F;viuvo;6;888.8693111399393;Jovem;888.8693111399393
6436;35;M;divorciado;4;1172.45670644667;Adulto;1172.45670644667
6437;55;F;casado;5;1176.9846819234717;Sênior;1176.9846819234717
6438;65;M;casado;6;750.1679613404046;Sênior;750.1679613404046
6439;32;F;divorciado;0;707.3440257696616;Adulto;636.6096231926955
6440;42;F;viuvo;1;823.4158606923263;Adulto;823.4158606923263
6441;69;F;divorciado;2;873.3683862336355;Sênior;873.3683862336355
6442;94;M;solteiro;2;1133.8340024437027;Sênior;1133.8340024437027
6443;19;M;casado;1;652.0351520279462;Jovem;652.0351520279462
6444;89;M;viuvo;5;1114.632200306745;Sênior;1114.632200306745
6445;79;F;divorciado;0;1074.665737472744;Sênior;967.1991637254696
6446;38;M;viuvo;7;664.548541391675;Adulto;664.548541391675
6447;73;M;solteiro;6;1102.673641756445;Sênior;1102.673641756445
6448;34;F;viuvo;4;682.9159162101025;Adulto;682.9159162101025
6449;67;F;viuvo;0;909.9479864617098;Sênior;818.9531878155389
6450;108;F;solteiro;2;1176.277171370641;Sênior;1176.277171370641
6451;55;F;solteiro;4;916.0392706445483;Sênior;916.0392706445483
6452;78;M;solteiro;4;1127.0652831108205;Sênior;1127.0652831108205
6453;99;M;casado;;842.9948261745241;Sênior;842.9948261745241
6454;52;M;solteiro;;1094.1487633547852;Sênior;1094.1487633547852
6455;83;F;casado;0;1160.2701138904624;Sênior;1044.2431025014162
6456;43;M;divorciado;2;785.4387599676298;Adulto;785.4387599676298
6457;68;M;viuvo;2;618.1147721341486;Sênior;618.1147721341486
6458;55;M;solteiro;3;809.2340944293489;Sênior;809.2340944293489
6459;94;M;viuvo;5;927.1581925939455;Sênior;927.1581925939455
6460;26;M;viuvo;4;942.569546102021;Jovem;942.569546102021
6461;34;M;viuvo;2;946.3476871280134;Adulto;946.3476871280134
6462;57;M;viuvo;2;1093.7985180454482;Sênior;1093.7985180454482
6463;90;F;casado;6;834.0531270994229;Sênior;834.0531270994229
6464;41;M;divorciado;7;566.0816240138407;Adulto;566.0816240138407
6465;85;M;viuvo;1;1085.2374023354932;Sênior;1085.2374023354932
6466;73;F;solteiro;5;1147.3250161334463;Sênior;1147.3250161334463
6467;109;M;divorciado;7;897.4673196438163;Sênior;897.4673196438163
6468;59;M;viuvo;0;790.2090152661161;Sênior;711.1881137395045
6469;105;F;casado;0;680.6525689930133;Sênior;612.5873120937121
6470;84;M;solteiro;7;1074.6437809483004;Sênior;1074.6437809483004
6471;92;F;divorciado;5;1042.1058094558564;Sênior;1042.1058094558564
6472;24;M;viuvo;6;1004.82461715973;Jovem;1004.82461715973
6473;61;F;divorciado;7;1133.929649816887;Sênior;1133.929649816887
6474;19;M;solteiro;1;936.7752797699608;Jovem;936.7752797699608
6475;41;F;divorciado;7;966.2142955096765;Adulto;966.2142955096765
6476;78;F;viuvo;5;1176.1663021412603;Sênior;1176.1663021412603
6477;30;F;casado;2;769.7505160897492;Jovem;769.7505160897492
6478;38;M;casado;0;945.5143672327811;Adulto;850.9629305095029
6479;96;M;viuvo;3;971.4487551909792;Sênior;971.4487551909792
6480;37;M;casado;5;1266.2934297220793;Adulto;1266.2934297220793
6481;52;F;viuvo;0;987.7965512297275;Sênior;889.0168961067548
6482;20;M;divorciado;3;1176.407895498928;Jovem;1176.407895498928
6483;26;M;divorciado;;1228.908826721089;Jovem;1228.908826721089
6484;51;M;casado;1;1047.4902312914376;Sênior;1047.4902312914376
6485;39;F;solteiro;3;1013.0206681363945;Adulto;1013.0206681363945
6486;52;M;viuvo;6;1044.4836978216315;Sênior;1044.4836978216315
6487;85;F;divorciado;3;1225.5264126543204;Sênior;1225.5264126543204
6488;95;F;viuvo;7;1041.9114807361063;Sênior;1041.9114807361063
6489;31;F;divorciado;1;1347.9632233917432;Adulto;1347.9632233917432
6490;101;M;viuvo;6;855.6606330179213;Sênior;855.6606330179213
6491;55;F;casado;5;1188.8408733275126;Sênior;1188.8408733275126
6492;45;F;solteiro;0;782.4609504238588;Adulto;704.214855381473
6493;99;F;viuvo;6;1309.4275822712243;Sênior;1309.4275822712243
6494;57;M;divorciado;1;1109.5740772367787;Sênior;1109.5740772367787
6495;47;M;divorciado;6;1340.7987920743788;Sênior;1340.7987920743788
6496;24;M;casado;7;832.296350556972;Jovem;832.296350556972
6497;109;F;divorciado;5;1275.4205348644705;Sênior;1275.4205348644705
6498;33;F;casado;;829.9796251361154;Adulto;829.9796251361154
6499;39;M;divorciado;2;932.2908090299339;Adulto;932.2908090299339
6500;32;M;viuvo;;975.9771898834423;Adulto;975.9771898834423
6501;59;M;divorciado;;1083.199354444617;Sênior;1083.199354444617
6502;27;M;divorciado;3;754.9307607666668;Jovem;754.9307607666668
6503;63;F;solteiro;7;504.9664860077824;Sênior;504.9664860077824
6504;34;F;solteiro;;882.8633348918947;Adulto;882.8633348918947
6505;52;F;casado;1;1700.8172202855335;Sênior;1700.8172202855335
6506;103;M;solteiro;4;722.2023969223912;Sênior;722.2023969223912
6507;25;F;viuvo;5;907.3590347536392;Jovem;907.3590347536392
6508;70;F;solteiro;6;1326.1166558705702;Sênior;1326.1166558705702
6509;56;F;viuvo;;892.1170313257951;Sênior;892.1170313257951
6510;96;M;solteiro;4;1271.2529016553956;Sênior;1271.2529016553956
6511;79;M;casado;1;1159.9106196512084;Sênior;1159.9106196512084
6512;27;F;casado;2;1198.3043220166337;Jovem;1198.3043220166337
6513;19;F;casado;3;1085.0309445279738;Jovem;1085.0309445279738
6514;86;F;divorciado;3;998.7579179993403;Sênior;998.7579179993403
6515;80;F;solteiro;7;739.808750724198;Sênior;739.808750724198
6516;66;M;casado;5;985.5791157014386;Sênior;985.5791157014386
6517;34;M;divorciado;6;524.4200635565626;Adulto;524.4200635565626
6518;49;M;solteiro;5;974.7997234589661;Sênior;974.7997234589661
6519;92;F;solteiro;7;1054.197814426576;Sênior;1054.197814426576
6520;55;M;solteiro;;1046.4680656414953;Sênior;1046.4680656414953
6521;53;M;casado;0;1006.8682833115259;Sênior;906.1814549803734
6522;66;F;casado;4;1137.9711280065335;Sênior;1137.9711280065335
6523;76;M;viuvo;6;932.0550201887902;Sênior;932.0550201887902
6524;25;F;divorciado;1;598.9451949258112;Jovem;598.9451949258112
6525;49;F;solteiro;;666.7912463468356;Sênior;666.7912463468356
6526;97;F;solteiro;7;814.7133046472154;Sênior;814.7133046472154
6527;50;M;viuvo;3;817.597399639889;Sênior;817.597399639889
6528;43;F;divorciado;6;1552.4113983663237;Adulto;1552.4113983663237
6529;34;F;solteiro;7;683.9879586357235;Adulto;683.9879586357235
6530;37;M;casado;5;790.1583993681417;Adulto;790.1583993681417
6531;89;M;viuvo;5;786.46749173706;Sênior;786.46749173706
6532;75;F;casado;;1098.067861635489;Sênior;1098.067861635489
6533;18;M;solteiro;5;705.7575462142041;Jovem;705.7575462142041
6534;62;F;divorciado;5;682.9183906272202;Sênior;682.9183906272202
6535;67;M;casado;2;959.1418888061503;Sênior;959.1418888061503
6536;104;F;casado;2;1273.4405424241857;Sênior;1273.4405424241857
6537;63;F;solteiro;;974.9141101673263;Sênior;974.9141101673263
6538;60;F;solteiro;;1277.722137399372;Sênior;1277.722137399372
6539;77;F;divorciado;0;654.3931555986366;Sênior;588.9538400387729
6540;51;F;viuvo;;817.954752124636;Sênior;817.954752124636
6541;88;M;casado;2;884.3524380378971;Sênior;884.3524380378971
6542;81;M;divorciado;5;546.2096803421645;Sênior;546.2096803421645
6543;65;M;solteiro;6;937.0203436135686;Sênior;937.0203436135686
6544;106;M;viuvo;3;905.3259888509247;Sênior;905.3259888509247
6545;107;F;viuvo;5;1010.9934794868828;Sênior;1010.9934794868828
6546;100;M;viuvo;5;1258.0450533392423;Sênior;1258.0450533392423
6547;107;F;viuvo;4;743.67084359625;Sênior;743.67084359625
6548;91;M;solteiro;1;1057.6365448205647;Sênior;1057.6365448205647
6549;56;M;divorciado;0;1129.8518772025873;Sênior;1016.8666894823285
6550;26;F;divorciado;0;770.6069618717993;Jovem;732.0766137782093
6551;84;M;casado;5;1194.6598404127421;Sênior;1194.6598404127421
6552;99;M;divorciado;;1020.048047014845;Sênior;1020.048047014845
6553;79;M;solteiro;7;1304.8890356177692;Sênior;1304.8890356177692
6554;26;F;viuvo;7;1118.1915605028407;Jovem;1118.1915605028407
6555;96;F;divorciado;2;1003.7519818616151;Sênior;1003.7519818616151
6556;101;M;casado;5;1197.958008316609;Sênior;1197.958008316609
6557;96;F;viuvo;3;836.0921350126783;Sênior;836.0921350126783
6558;26;M;divorciado;3;588.9132859129496;Jovem;588.9132859129496
6559;93;F;divorciado;7;766.4207422188636;Sênior;766.4207422188636
6560;87;F;divorciado;0;1020.3396007165862;Sênior;918.3056406449276
6561;104;F;divorciado;5;1009.7207344879153;Sênior;1009.7207344879153
6562;80;M;solteiro;;1016.9182344467645;Sênior;1016.9182344467645
6563;54;F;solteiro;7;1234.0958286372343;Sênior;1234.0958286372343
6564;107;F;divorciado;6;956.3178838576617;Sênior;956.3178838576617
6565;88;F;viuvo;4;805.582355593646;Sênior;805.582355593646
6566;30;M;casado;0;1029.4335553667922;Jovem;977.9618775984526
6567;32;F;divorciado;5;884.6291058802873;Adulto;884.6291058802873
6568;35;M;solteiro;4;492.91564928075405;Adulto;492.91564928075405
6569;54;F;viuvo;3;748.3184402232689;Sênior;748.3184402232689
6570;106;M;viuvo;1;810.141674211992;Sênior;810.141674211992
6571;40;F;viuvo;4;1110.9380102765022;Adulto;1110.9380102765022
6572;100;F;divorciado;6;1032.2324753882103;Sênior;1032.2324753882103
6573;19;F;divorciado;4;1011.4938457156508;Jovem;1011.4938457156508
6574;106;F;divorciado;2;948.6834850877299;Sênior;948.6834850877299
6575;40;F;divorciado;1;590.8628521841581;Adulto;590.8628521841581
6576;34;F;divorciado;;827.0049984891338;Adulto;827.0049984891338
6577;46;F;divorciado;2;1053.8197340482627;Sênior;1053.8197340482627
6578;49;M;viuvo;5;950.4760600977407;Sênior;950.4760600977407
6579;63;F;divorciado;1;1126.4227254460436;Sênior;1126.4227254460436
6580;109;M;casado;7;916.1992792025078;Sênior;916.1992792025078
6581;40;M;viuvo;5;1052.8361783742594;Adulto;1052.8361783742594
6582;22;F;solteiro;1;1236.3340440208979;Jovem;1236.3340440208979
6583;49;M;viuvo;4;954.8354543998277;Sênior;954.8354543998277
6584;70;M;divorciado;7;1033.7264718233314;Sênior;1033.7264718233314
6585;89;M;viuvo;6;975.5010334630314;Sênior;975.5010334630314
6586;40;F;divorciado;6;564.9355467150995;Adulto;564.9355467150995
6587;108;F;divorciado;6;1085.6897260218745;Sênior;1085.6897260218745
6588;42;M;divorciado;1;1037.5611362385664;Adulto;1037.5611362385664
6589;42;F;solteiro;6;1095.080568075895;Adulto;1095.080568075895
6590;88;F;viuvo;2;1175.5413806590122;Sênior;1175.5413806590122
6591;76;F;divorciado;0;1034.0170828499763;Sênior;930.6153745649787
6592;105;M;divorciado;;1186.403213650144;Sênior;1186.403213650144
6593;41;F;casado;3;1224.6235674191084;Adulto;1224.6235674191084
6594;43;F;divorciado;2;623.066716731629;Adulto;623.066716731629
6595;99;F;divorciado;4;1331.9784522136463;Sênior;1331.9784522136463
6596;85;F;divorciado;6;1330.502586912611;Sênior;1330.502586912611
6597;35;F;casado;;1001.613080769741;Adulto;1001.613080769741
6598;52;F;solteiro;5;1207.1301995612457;Sênior;1207.1301995612457
